userIndex,birthDate,cond2Start,createdAt,demoQsEnded,demoQsStart,education,ethnicity,gender,language,major,nullPassage,phase,condition,passage,pretestEnded,pretestScore,pretestScoreRatio,pretestTime,previewEnded,previewTime,session,recallEnded,recallScore,recallScoreRatio,recallCosineSim,recallStart,recallTime,recallreText,recallreGrade,recognitionEnded,recognitionScore,recognitionScoreRatio,recognitionTime,duration,postQ1Choice,postQ2Choice,postQsEnded,postQsStart,explanation1,explanation2
220,2000-12-19,2022/01/24 14:19:20,2022/01/17 17:31:14,2022/01/24 14:48:40,2022/01/24 14:48:11,Current undergraduate student,White / Caucasian,Female,English,Community and Public Health,The Quiet Sideman,0,K2,Managerial Decision Making,2022/01/24 14:04:29,5,0.5555555555555556,227,2022/01/24 14:00:01,204,3rd,2022/01/31 14:05:29,8,0.0547945205479452,0.14619734567019205,2022/01/31 14:02:46,157,The Managerial Decision Making passage consisted of several slides and concept maps connecting the important steps and processes that conclude to decisions in business. One of those processes included nonparametric/parametric processes - which mentioned something about the relevance to distribution. ,,2022/01/31 14:08:23,6,0.6666666666666666,171,19.9148,H2,Both,2022/01/31 14:22:41,2022/01/31 14:15:54,"Although the scores seem somewhat similar, I still think the second passage is easier to read because of the story-format it was presented as. There were multiple details throughout the story, so even if I couldn't remember the specific connections, I was able to remember something about them. In hindsight, the first passage was probably a lot harder for me to comprehend because of the topic and less about the format. Having to scroll through several slides of web concept maps was a bit confusing, but could've been useful in answering the questions directly. ","I also believe having several different formats of learning can help you gain information and expand your learning capacity in ways that are very helpful. Depending on the topic, something that is more straightforward and direct, such as the web maps, could be more useful, but for another topic that may require more detail, the second passage format could be helpful. "
220,2000-12-19,2022/01/24 14:19:20,2022/01/17 17:31:14,2022/01/24 14:48:40,2022/01/24 14:48:11,Current undergraduate student,White / Caucasian,Female,English,Community and Public Health,The Quiet Sideman,1,H2,Prima Ballerina,2022/01/24 14:25:10,3,0.3,261,2022/01/24 14:20:46,85,1st,2022/01/24 14:48:11,10,0.23809523809523808,0.5075606913445364,,173,"The woman had a ""life-changing"" experience after going to see a ballet performance as a young school girl. Ballet was the one thing in her life that constantly have certain emotions come to life. At that time of being a young school girl, she was completely in awe that she was able to even be in such a beautiful theater and watch something so beautiful, at the same time. Her son used ballet and her mother's love for a Russian dancer to finally convince her to come visit him in Miami - for which she was evidently very grateful for going to see the performance and him. ",,2022/01/24 14:36:18,7,0.7,661,45.24315,H2,Both,2022/01/24 14:41:41,2022/01/24 14:36:40,The second passage had a format that was easier to read straight through and find the information I was looking for to answer the questions. I found the first format more difficult to follow with too many web maps and connections on all different pages. ,"I think it is helpful to learn from both types of formats because it makes you think in different ways and pay closer attention. Depending on what information/subject is being presented in front of you, reading a sequence of passages might be more helpful, or vice versa with the first format. "
220,2000-12-19,2022/01/24 14:19:20,2022/01/17 17:31:14,2022/01/24 14:48:40,2022/01/24 14:48:11,Current undergraduate student,White / Caucasian,Female,English,Community and Public Health,The Quiet Sideman,1,H2,Prima Ballerina,2022/01/24 14:25:10,3,0.3,261,2022/01/24 14:20:46,85,2nd,2022/01/27 14:13:45,9,0.21428571428571427,0.5356305583463755,2022/01/27 14:08:53,288,"In the Prima Ballerina passage, the story started out with this young girl going to a ballet and being inspired and deeply changed after the experience. She had never seen or experienced anything so grand and it instilled a life-long passion for ballet. The passage mentioned how she had always heard about passionate love but never thought she'd be able to experience it herself, until she found how beautiful ballet was to her. Her son had been wanting her to come visit him in Miami for quite awhile and the only way he was able to convince her was by taking her to see a very famous Russian dancer perform there. In the end, she was dearly grateful for her visit with her son and seeing the Russian dancer, and the opportunity to enjoy ballet in her life. ",,2022/01/27 14:18:32,8,0.8,282,22.759116666666667,H2,Both,2022/01/27 14:23:03,,"Passage 2 was much easier for me to comprehend, remember, and understand because the format it was laid out in read straightforward and provided sufficient details to picture what I was reading, as opposed to the first map that just contained words connecting to each other. I found that difficult to actually comprehend, rather than just trying to remember, especially when a lot of the words are unknown definitions. ","Although I found the second passage easier to understand, I find that both passages can be beneficial to learning, depending on the the subject or topic at hand. I was clearly able to learn better through the second passage, but I wonder if that would be the same case if the two passages were the same but in flipped formats - so, if the Managerial Decision Making passage was laid out more as a story, would I have been able to remember more or is is the specific topic that I struggled with? Regardless, I find it helpful to use different types and ways to get the most out of your academic learning. "
220,2000-12-19,2022/01/24 14:19:20,2022/01/17 17:31:14,2022/01/24 14:48:40,2022/01/24 14:48:11,Current undergraduate student,White / Caucasian,Female,English,Community and Public Health,The Quiet Sideman,1,H2,Prima Ballerina,2022/01/24 14:25:10,3,0.3,261,2022/01/24 14:20:46,85,3rd,2022/01/31 14:12:04,15,0.35714285714285715,0.5278021105819706,2022/01/31 14:08:27,215,"In the Prima Ballerina passage, the story began with a young school girl, Isabel, attending a ballet at a grand theater. She instantly found a passion for ballet and performances and continued to enjoy them throughout her life. She had once compared the way she emotional feels after experience a performance as something to Swan Lake. Later in her life, her son, Alejandro, had been wanting her to visit him in Miami and the only thing that got her to visit was convincing Isabel to come see a famous Russian dancer perform, because he would likely never perform in Cuba. She was ultimately grateful for this experience and for her son getting her tickets. ",,2022/01/31 14:15:16,7,0.7,189,19.9148,H2,Both,2022/01/31 14:22:41,2022/01/31 14:15:54,"Although the scores seem somewhat similar, I still think the second passage is easier to read because of the story-format it was presented as. There were multiple details throughout the story, so even if I couldn't remember the specific connections, I was able to remember something about them. In hindsight, the first passage was probably a lot harder for me to comprehend because of the topic and less about the format. Having to scroll through several slides of web concept maps was a bit confusing, but could've been useful in answering the questions directly. ","I also believe having several different formats of learning can help you gain information and expand your learning capacity in ways that are very helpful. Depending on the topic, something that is more straightforward and direct, such as the web maps, could be more useful, but for another topic that may require more detail, the second passage format could be helpful. "
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,0,K2,How to Watch Television,2022/03/11 21:40:17,4,0.4444444444444444,127,2022/03/11 21:37:57,137,1st,2022/03/11 22:14:33,18,0.32142857142857145,0.4342007733835359,2022/03/11 22:10:25,246,"Television is driven by the public's need to fill short attention spans-- the ""now... this"" format in news ensures that viewers do not need to carry with them any information they hear for more than the few minutes that a news segment lasts. For example even the most horrific news event or exciting sports game can easily be put aside and forgotten due to the structure of the news. Also, news is for pure entertainment rather than for credible information sharing, and that's why news anchors are judged so harshly on their appearance. Looking good results in being viewed as having more credibility-- having ""eyes too close together"" or being ""ugly"" reduces credibility and makes viewers not want to watch, but the key goal of the news is to gain the largest audience possible. In the 80s a newscaster in Kansas named Christine (I forgot her exact name) was fired supposedly on the grounds of not being appealing to viewers. She filed a lawsuit claiming that this was actually sexist and on the basis that they did not think she was beautiful enough. The passage also mentioned that an ancient tradition of shooting the messenger carries on to newscasting today, where newscasters like Christine take the fall for something received as bad news.",,2022/03/11 21:52:37,9,1,734,38.61385,K2,K2,2022/03/11 22:10:25,2022/03/11 22:06:33,"This format took a little longer to get used to, but once I got the hang of it, it was much easier to quickly seek out specific elements of the passage that I was looking for. The fact that each sentence was broken up into nodes made navigation much faster, whereas in passage 2, I had to search through lines within the same chunk of text to find the relevant information.","I think that the format of passage 2 would be more effective for trying to enjoy a passage leisurely and really understand every detail of it, but passage 1's format seems more effective for academic learning which often requires searching over large sets of information for very specific relevant details. Overall I think that the format of passage 1 would help me get information more quickly, and it seems already laid out in the way that I would take notes after reading a passage thoroughly/traditionally."
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,0,K2,How to Watch Television,2022/03/11 21:40:17,4,0.4444444444444444,127,2022/03/11 21:37:57,137,2nd,2022/03/14 15:05:19,9,0.16071428571428573,0.263127877155109,2022/03/14 15:02:29,169,"News is just for entertainment rather than for actual meaningful sharing of information, and the goal of news outlets is to get as many viewers as possible. To do this, they make sure that they hire the most attractive newscasters possible--or ""talking hairdos""--and even in extreme cases will let go of new casters if they aren't deemed attractive enough/compelling to viewers (the example of a female news caster let go in the 80's and filed a lawsuit was given). The news plays off of an ancient tradition of blaming the bearer of bad news/shooting the messenger, putting all responsibility on news casters. Also, the passage talked about how news segments are divided up such that even the most shocking or extreme news stories don't remain in the minds of viewers beyond the duration of the segment (now, this...). ",,2022/03/14 15:06:40,9,1,79,13.6165,K2,Both,2022/03/14 15:16:06,,"Passage 1 was a bit easier to read because Passage 2 had such large chunks of text, and it was difficult to identify key points within them quickly. The format of Passage 2 was easier to get used to since it's more familiar, and Passage 1 had a bit of a learning curve, but ultimately I think Passage 1 was the easiest to read in this particular context where the goal is to answer specific questions about key points.","Formats like Passage 1 would be extremely helpful when studying for an exam in a class that requires memorization of broad concepts (like natural science classes), but the format of Passage 2 would be most helpful for classes where a deeper understanding is necessary--maybe more so in English or other humanities classes."
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,0,K2,How to Watch Television,2022/03/11 21:40:17,4,0.4444444444444444,127,2022/03/11 21:37:57,137,3rd,2022/03/18 16:11:16,12,0.21428571428571427,0.26082348329323446,2022/03/18 16:08:42,152,"The passage was describing television news, and the fact that it's primarily for entertainment and amassing as many viewers as possible rather than for actual reliable sharing of information. Newscasters have to be visually appealing to viewers (talking hairdos), because if they aren't, audiences won't trust them/view them as reliable--newscasters may even be fired if they aren't considered attractive enough (the passage gave a specific example of a female Kansas newscaster who filed a lawsuit in the 80s over being fired for this). ""Now, this..."" was also described as a format in which news segments are separated from each other such that viewers don't carry with them any of the mental baggage at all from a previous segment--the next segment changes the subject completely and erases the weight of the previous story.",,2022/03/18 16:12:45,9,1,85,11.147533333333334,K2,Both,2022/03/18 16:19:50,2022/03/18 16:17:19,"Passage 2 used a more familiar text format (large chunks of text) but broke it up into separate pieces, which felt like a bit of a conflict. Because passage 1 was a totally new format, there wasn't any conflicting presumptions about how to go about it, so once I figured out the format it was really quick and easy to refer back and forth between the passage and the questions.","Passage 1's format would be best for quick studying for classes that require memorization of key concepts, passage 2 would be better for trying to navigate through material that requires a deeper understanding/where it would be important to know specific quotes."
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,1,H2,Reena,2022/03/11 21:56:25,4,0.4,110,2022/03/11 21:54:33,62,1st,2022/03/11 22:18:22,16,0.3076923076923077,0.42934153109942363,,201,"The narrator is a family friend of Reena (their mothers are friends), and at the point that the passage is written, the narrator sees Reena at a funeral after 20 something years of having been apart. The funeral is for Aunt Vi, who is Reena's aunt and an important family figure/positive influence in the narrator's life. The narrator describes Reena's personality as overwhelming-- she's very smart, confident, and mature for her age, but this gives her a domineering nature that leaves those in her life (like the narrator) feeling like they're merely her audience, or a comparison point for her growing worldliness. Reena's real name is Doreena, but she chose to rename herself on her birthday at some point in adolescence as a birthday gift to herself, and would get angry when others didn't refer to her in this new way. She's very beautiful, and her mother was a very effective parent despite being a contradictory mix of strict and permissive. Her father had a good sense of humor, but even he was overwhelmed by her and had to avoid her frequently. ",,2022/03/11 22:05:49,9,0.9,559,38.61385,K2,K2,2022/03/11 22:10:25,2022/03/11 22:06:33,"This format took a little longer to get used to, but once I got the hang of it, it was much easier to quickly seek out specific elements of the passage that I was looking for. The fact that each sentence was broken up into nodes made navigation much faster, whereas in passage 2, I had to search through lines within the same chunk of text to find the relevant information.","I think that the format of passage 2 would be more effective for trying to enjoy a passage leisurely and really understand every detail of it, but passage 1's format seems more effective for academic learning which often requires searching over large sets of information for very specific relevant details. Overall I think that the format of passage 1 would help me get information more quickly, and it seems already laid out in the way that I would take notes after reading a passage thoroughly/traditionally."
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,1,H2,Reena,2022/03/11 21:56:25,4,0.4,110,2022/03/11 21:54:33,62,2nd,2022/03/14 15:10:51,12,0.23076923076923078,0.49064555099191554,2022/03/14 15:06:58,232,"The narrator is a family friend of Reena, though they aren't well suited for each other and only ever became friends because their mothers were close. The passage begins at the funeral of Aunt Vi twenty years since the narrator and Reena last saw each other. Aunt Vi is Reena's aunt and an important figure from the narrator's childhood. The narrator describes Reena as overwhelming, such that even her father had to avoid her sometimes and she made the narrator feel like nothing more than an audience who helped highlight Reena's worldliness. The author talks about how in school, Reena always seemed older than she was and in class discussed heavy topics like Hitler's invasion of Poland while the narrator was still getting a handle on more simple content. Reena's mother was an immigrant and described as effective but also contradictory in her methods. Reena is a shortened version of her real name, Doreena, which she decided to start going by as a birthday present to herself one year. She gets angry with people when they call her by her original name. ",,2022/03/14 15:11:58,9,0.9,65,13.6165,K2,Both,2022/03/14 15:16:06,,"Passage 1 was a bit easier to read because Passage 2 had such large chunks of text, and it was difficult to identify key points within them quickly. The format of Passage 2 was easier to get used to since it's more familiar, and Passage 1 had a bit of a learning curve, but ultimately I think Passage 1 was the easiest to read in this particular context where the goal is to answer specific questions about key points.","Formats like Passage 1 would be extremely helpful when studying for an exam in a class that requires memorization of broad concepts (like natural science classes), but the format of Passage 2 would be most helpful for classes where a deeper understanding is necessary--maybe more so in English or other humanities classes."
221,2000-11-22,2022/03/11 21:53:29,2022/03/09 01:32:55,2022/03/11 22:18:50,2022/03/11 22:18:22,Current undergraduate student,Asian - White / Caucasian,Female,English,Cognitive Science and Biopsychology,Managerial Decision Making,1,H2,Reena,2022/03/11 21:56:25,4,0.4,110,2022/03/11 21:54:33,62,3rd,2022/03/18 16:15:24,10,0.19230769230769232,0.4989860806231141,2022/03/18 16:12:51,151,"The story begins at the funeral for Aunt Vi, an important figure in the narrator's life and Reena's actual aunt. Reena's real name is Doreena, but she began going by Reena on one of her birthdays and gets upset when people referred to her by her original name. Reena is described as overwhelming, and even though she has a lot of siblings, she still manages to maintain a dominating presence over all of them. Her mother is effective and her father is humorous but sometimes avoids her because of how overwhelming she is. Reena is a lot more worldly than the narrator, and the narrator recalls feeling inferior in school because of how far ahead Reena was in maturity. Reena also tended to use the narrator as nothing more than an audience. Reena's mother is an immigrant.",,2022/03/18 16:16:31,10,1,64,11.147533333333334,K2,Both,2022/03/18 16:19:50,2022/03/18 16:17:19,"Passage 2 used a more familiar text format (large chunks of text) but broke it up into separate pieces, which felt like a bit of a conflict. Because passage 1 was a totally new format, there wasn't any conflicting presumptions about how to go about it, so once I figured out the format it was really quick and easy to refer back and forth between the passage and the questions.","Passage 1's format would be best for quick studying for classes that require memorization of key concepts, passage 2 would be better for trying to navigate through material that requires a deeper understanding/where it would be important to know specific quotes."
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,0,K2,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,2022/05/31 19:42:57,5,0.625,87,2022/05/31 19:40:51,169,1st,2022/05/31 20:16:19,9,0.225,0.4945353550468403,2022/05/31 20:14:55,82,The first passage was regarding the Dr. that was called upon to assist the National Zoo in rebuilding its panda conservation in order to assist the zoo in finding new ways for their visitors to interact and understand pandas. It also brought up the Drs. background in panda research.,,2022/05/31 19:56:37,7,0.875,809,35.52696666666667,K2,K2,2022/05/31 20:14:55,2022/05/31 20:12:45,Large paragraphs of the second passage made it harder to quickly sort through information related to the questions being asked.,The points of the first passage were just as clear as the second but they were quicker and more to the point instead of having to search through a large amount of information in one section. I felt I was able to remember where I had seen information before to recall it when a question regarding that was brought up.
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,0,K2,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,2022/05/31 19:42:57,5,0.625,87,2022/05/31 19:40:51,169,2nd,2022/06/03 19:13:18,8,0.2,0.45275401420363104,2022/06/03 19:10:41,155,From this passage I remember that it was regarding a Dr. who was an expert in panda rehabilitation. He was contacted by the National Zoo to help rebuild their Panda exhibit to make it more interactive to their guests. There were also descriptions on the importance of pandas to China and the threat to their extinction. ,,2022/06/03 19:16:42,5,0.625,201,16.317833333333333,K2,Both,2022/06/03 19:27:00,,The broken up sections of passage 1 were easier to get through and remember where certain information was in a section. I liked that it was not one giant paragraph and I felt I could get through it faster.,I liked the layout of passage 1 and I felt it was a way to get information quickly and move through the passages quickly. After this follow up I believe that I remember more of passage 2 though even though I did not think the larger paragraphs were as easy to get through. Having everything on one page though was nice instead of jumping around. I think both could be beneficial in learning. 
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,0,K2,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,2022/05/31 19:42:57,5,0.625,87,2022/05/31 19:40:51,169,3rd,2022/06/07 19:33:21,12,0.3,0.5714630769430155,2022/06/07 19:30:39,160,This passage was about Dr. Wang who was a conservationists specialized in Pandas and how he assisted the National Zoo on rebuilding their panda habitat. This habitat was enhanced to be more interactive for those visitors to the zoo and provide more information on the animal. The passage also covers Dr. Wang's background in studying pandas and the importance of the animal in China. ,,2022/06/07 19:35:49,4,0.5,144,19.7667,K2,K2,2022/06/07 19:50:25,2022/06/07 19:42:52,Passage 1 was easier to read because the smaller amount of information per each box was faster to get through and easier for me to remember where to find certain parts or skim through information for answering the questions. ,"Based on my test scores I would say that passage 1 was more helpful when the information was right in front of me to move through the different sections. I would say this is better in my opinion for receiving the learning material. 

Overall my knowledge for both passages seemed to depreciate equally over each test. I felt that I remembered the highlights of Passage 1 more than Passage 2 so I have chosen Passage 1 even though my results seem to follow the same test pattern for each Passage."
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,1,H2,Prima Ballerina,2022/05/31 20:00:48,1,0.1,148,2022/05/31 19:58:18,83,1st,2022/05/31 20:18:35,7,0.16666666666666666,0.4183612066606037,,128,The Prime Ballerina passage was about a young girl who felt moved by ballet performances from seeing them the first time as a young girl and how she wanted to become a ballerina herself but did not get accepted to the ballet program. It then flows into her older age when she has a son who lives in Miami and has not seen his mother who purchases her tickets to the ballet in Miami and makes her feel alive again. ,,2022/05/31 20:12:34,6,0.6,697,35.52696666666667,K2,K2,2022/05/31 20:14:55,2022/05/31 20:12:45,Large paragraphs of the second passage made it harder to quickly sort through information related to the questions being asked.,The points of the first passage were just as clear as the second but they were quicker and more to the point instead of having to search through a large amount of information in one section. I felt I was able to remember where I had seen information before to recall it when a question regarding that was brought up.
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,1,H2,Prima Ballerina,2022/05/31 20:00:48,1,0.1,148,2022/05/31 19:58:18,83,2nd,2022/06/03 19:20:32,7,0.16666666666666666,0.5311280251576344,2022/06/03 19:16:48,222,The Prima Ballerina passage was about a young girl who went to the ballet for the first time and fell in love with the art. She wanted to become a ballerina as a child but was not accepted into the school. She then grows up and has a son who lives in Miami who convinces her to come to the city to see a ballet there that he knew she would never be able to see back home in Havana. It describes her feelings towards the grand theatres that she saw these ballets in and how the ballet expressed her feelings. ,,2022/06/03 19:23:18,7,0.7,163,16.317833333333333,K2,Both,2022/06/03 19:27:00,,The broken up sections of passage 1 were easier to get through and remember where certain information was in a section. I liked that it was not one giant paragraph and I felt I could get through it faster.,I liked the layout of passage 1 and I felt it was a way to get information quickly and move through the passages quickly. After this follow up I believe that I remember more of passage 2 though even though I did not think the larger paragraphs were as easy to get through. Having everything on one page though was nice instead of jumping around. I think both could be beneficial in learning. 
222,1993-07-03,2022/05/31 19:56:53,2022/05/26 20:12:45,2022/05/31 20:19:11,2022/05/31 20:18:35,Current undergraduate student,White / Caucasian,Female,English,Psychology,The Quiet Sideman,1,H2,Prima Ballerina,2022/05/31 20:00:48,1,0.1,148,2022/05/31 19:58:18,83,3rd,2022/06/07 19:38:50,9,0.21428571428571427,0.5408289936536642,2022/06/07 19:35:58,169,This passage was about a young girl and her first visit to the ballet and how it excited her to see this type of performance. She wanted to become a ballerina but was denied entrance to the ballet school. It describes how she felt that the art of ballet expressed her true feelings. It then goes on to show that when she is older her son wants her to come to Miami to visit but he only gets her there by purchasing tickets to a ballet in Miami which he knew she would never be able to see in Havana. ,,2022/06/07 19:41:50,5,0.5,177,19.7667,K2,K2,2022/06/07 19:50:25,2022/06/07 19:42:52,Passage 1 was easier to read because the smaller amount of information per each box was faster to get through and easier for me to remember where to find certain parts or skim through information for answering the questions. ,"Based on my test scores I would say that passage 1 was more helpful when the information was right in front of me to move through the different sections. I would say this is better in my opinion for receiving the learning material. 

Overall my knowledge for both passages seemed to depreciate equally over each test. I felt that I remembered the highlights of Passage 1 more than Passage 2 so I have chosen Passage 1 even though my results seem to follow the same test pattern for each Passage."
223,2000-03-11,2022/04/20 15:39:43,2022/04/18 22:19:38,2022/04/20 16:15:14,2022/04/20 16:18:27,Current undergraduate student,White / Caucasian,Female,English,Psychology,Silence of the Pikas,0,H2,The Buzz in Our Pockets,2022/04/20 15:23:29,4,0.4,294,2022/04/20 15:17:48,95,1st,2022/04/20 16:09:13,9,0.14285714285714285,0.4810518906454543,2022/04/20 16:04:49,261,"Firstly, the telephone was becoming more costly and less efficient. There needed to be a new form of communication- which is text messaging. It's controversial nature posed issues in that it is often argued as a medium that prevents real communication and social interaction. However, many people argue that text messaging is no different from historical forms of communication, like writing letters. The author brought up the War of Independence to propose that humans have always longed for communication with others who are far away. Text messaging has made that possible. Although it has its issues, we cannot deny the positive impact it has had on the advancement of our communication. ",,2022/04/20 15:38:36,8,0.8,899,55.85465,Both,H2,2022/04/20 16:04:49,2022/04/20 15:58:27,"They both provided a distinct form of organization. Passage 1 flowed very nicely and structured its content into mini paragraphs. Passage 2 was a bit overwhelming at times due to its structure but I thought that once I became comfortable with the structure, I was able to navigate my way through the main points. ",Passage 1 was simply easier to understand and follow. Passage 2 posed more confusion and produced unnecessary complexities. Passage 1 allowed me to gain insight into the topic in a specific order of operations to eventually reach the conclusion. Passage 2 seemed much less organized and had no real content- just a bunch of words. 
223,2000-03-11,2022/04/20 15:39:43,2022/04/18 22:19:38,2022/04/20 16:15:14,2022/04/20 16:18:27,Current undergraduate student,White / Caucasian,Female,English,Psychology,Silence of the Pikas,1,K2,How to Watch Television,2022/04/20 15:46:34,4,0.4444444444444444,274,2022/04/20 15:41:57,131,1st,2022/04/20 16:18:27,0,0,NaN,,299,,,2022/04/20 15:58:09,9,1,688,55.85465,Both,H2,2022/04/20 16:04:49,2022/04/20 15:58:27,"They both provided a distinct form of organization. Passage 1 flowed very nicely and structured its content into mini paragraphs. Passage 2 was a bit overwhelming at times due to its structure but I thought that once I became comfortable with the structure, I was able to navigate my way through the main points. ",Passage 1 was simply easier to understand and follow. Passage 2 posed more confusion and produced unnecessary complexities. Passage 1 allowed me to gain insight into the topic in a specific order of operations to eventually reach the conclusion. Passage 2 seemed much less organized and had no real content- just a bunch of words. 
224,1993-07-04,2022/07/22 16:17:58,2022/07/19 02:23:50,2022/07/22 16:42:16,2022/07/22 16:41:27,Current undergraduate student,White / Caucasian,Female,English,Psychology,Managerial Decision Making,0,H2,Reena,2022/07/22 16:11:21,4,0.4,117,2022/07/22 16:08:46,73,1st,2022/07/22 16:36:14,7,0.1346153846153846,0.3435143908952531,2022/07/22 16:32:57,186,"Reena and the narrator were attending a funeral for “Aunt Vi,” who was more like a godmother to the narrator. Reena’s appearance effects the narrator because they were childhood “friends,” though they were more like a sidekick whom she used as a sounding board for her own growth. She had a strange relationship with her family and seemed to be kind of a black sheep because of her intensity. The narrator still seems to have glowing admiration of her but acknowledges that they could never have been more than what they were as children. The passage mainly consists of a secondary character’s bittersweet recollections of a complex character from their childhood and grappling with their place within her life.",,2022/07/22 16:16:45,9,0.9,317,32.27396666666667,H2,Both,2022/07/22 16:32:57,2022/07/22 16:28:58,"I think both were fantastic and I love the design of the second, but I tend to need to double check my sources before I can give an answer with absolute certainty. I needed to click through the mind map links multiple times before I could confidently answer the questions. When information was in paragraphs, I could just scroll back and reference them much more quickly. ","I love the simplicity of the mind map’s presentation, but the convenience of the paragraph form was better for my own learning style. I think both definitely have their place though."
224,1993-07-04,2022/07/22 16:17:58,2022/07/19 02:23:50,2022/07/22 16:42:16,2022/07/22 16:41:27,Current undergraduate student,White / Caucasian,Female,English,Psychology,Managerial Decision Making,0,H2,Reena,2022/07/22 16:11:21,4,0.4,117,2022/07/22 16:08:46,73,2nd,2022/07/25 16:09:17,9,0.17307692307692307,0.41962716370814124,2022/07/25 16:06:24,171,"The narrator and Reena are attending a funeral for ""Aunt Vi,"" and the narrator is remembering their time with Reena during their childhood. They recall her being an intense person, so much so that her own family seemed alienated by her. The narrator seemed to have been interested in her romantically, but understood that she was beyond them and really only using them to go over her own ideas, like a sounding board friend. She seemed overly confident for her age (not having the ""raw edges"" of adolescence) and still has the same confidence as an adult.",,2022/07/25 16:10:19,9,0.9,61,12.788916666666667,H2,Both,2022/07/25 16:19:11,,"I think I process things better in full sentences than I do in keywords, so being given a summary paragraph makes the information easier for me to remember. It was also easier when all of the information was on one page, so I wasn't darting around different sub-trees trying to find the right one with the exact right information I needed. ","I think both are useful ways to break down information, and I feel like I remembered more from both forms than I would have otherwise. "
224,1993-07-04,2022/07/22 16:17:58,2022/07/19 02:23:50,2022/07/22 16:42:16,2022/07/22 16:41:27,Current undergraduate student,White / Caucasian,Female,English,Psychology,Managerial Decision Making,0,H2,Reena,2022/07/22 16:11:21,4,0.4,117,2022/07/22 16:08:46,73,3rd,2022/07/29 22:08:42,6,0.11538461538461539,0.37717282388907575,2022/07/29 22:05:54,166,"The passage is from the perspective of a childhood friend of the character Reena. They have an awe and respect for her, or at least they did as a young person, and recall their memories of her as a teen. She was and is an intense person, and her intensity puts her at a distance to everyone else in her life. The passage takes place at a funeral for ""Aunt Vi,"" a kind of godmother to the narrator and an actual relative of Reena's, maybe a grandmother? They note that Reena still carries herself with the same confidence she had as a kid. ",,2022/07/29 22:09:37,9,0.9,53,14.383433333333333,H2,K2,2022/07/29 22:20:17,2022/07/29 22:15:26,"The first passage had a lot more of the material available for me at once, with no clicking through to find things I needed in any sub-branches. Looks like the path of least resistance doesn't exactly make the best learning outcomes though haha.","Looking at the evidence, I would say the second one probably helped me learn more just because having to click through all those links was forming more connections between different information. I felt like I learned just as much from the first passage, but what I could pull up by a week later was more vague vibes than actual facts."
